,link,name,type,price,address,built_up,bedrooms,bathrooms,monthly_installment,land_title,tenure,furnishing,state
1208,/property/johor-bahru/r-f-princess-cove/sale-7991686/,"R&F Princess Cove, Johor Bahru",2,812000,"Jalan Tanjung Puteri, Johor Bahru, Johor ",835.0,2,2,3660,4,5,4, Johor
1209,/property/taman-tun-dr-ismail/sale-8338989/,"Athinahapan Field/Park, TTDI, KL, Taman Tun Dr Ismail",2,1830000,"Athinahapan Field/Park, TTDI, KL, Kuala Lumpur ",2500.0,4,3,8248,4,5,4, Kuala Lumpur
1210,/property/klcc/mercu-summer-suites/sale-3889988/,"Mercu Summer Suites, KL City, KLCC",3,470000,"Jalan Cendana, KL City, 50250, Kuala Lumpur ",493.0,1,1,2118,4,3,4, Kuala Lumpur
1211,/property/klcc/mercu-summer-suites/sale-3889988/,"Mercu Summer Suites, KL City, KLCC",2,470000,"Jalan Cendana, KL City, 50250, Kuala Lumpur ",493.0,1,1,2118,4,3,4, Kuala Lumpur
1212,/property/cyberjaya/mutiara-ville/sale-6620340/,"Mutiara Ville, Cyberjaya",2,360000,"Persiaran Sepang Off Persiaran Multimedia,, Cyberjaya, 63000, Selangor ",1000.0,3,2,1622,4,5,-, Selangor
1213,/property/petaling-jaya/ryan-miho/sale-7070534/,"Ryan & Miho, PJS 13, Petaling Jaya",2,591005,"Jalan Universiti, PJS 13, 46200, Selangor ",818.0,3,2,2664,4,3,4, Selangor
1215,/property/klcc/mercu-summer-suites/sale-8336729/,"Mercu Summer Suites, KL City, KLCC",4,470000,"Jalan Cendana, KL City, 50250, Kuala Lumpur ",493.0,1,1,2118,2,3,4, Kuala Lumpur
1216,/property/kota-damansara/cyperus-tropicana-gardens/sale-6748099/,"Cyperus @ Tropicana Gardens, Kota Damansara",2,1350000,"Persiaran Surian, Kota Damansara, 47410, Selangor ",1398.0,4,3,6084,4,3,4, Selangor
1219,/property/johor-bahru/sale-8444998/,"Bandar Dato Onn Perjiranan 12, Johor Bahru",1,630000,"Bandar Dato Onn Perjiranan 12, Bandar Dato Onn Perjiranan 12, 81100, Johor ",2109.0,4,4,2839,1,5,-, Johor
1220,/property/permas-jaya/sale-8444893/,Permas Jaya,1,388000,"Permas Jaya, Permas Jaya, 81750, Johor ",1300.0,3,2,1749,4,5,4, Johor
1221,/property/kampung-kerinchi-bangsar-south/camellia-serviced-suites/sale-3003218/,"Camellia Serviced Suites, Kampung Kerinchi (Bangsar South)",3,570000,"Jalan 112H, Off Jalan Kerinchi, Kampung Kerinchi (Bangsar South), 59200, Kuala Lumpur ",638.0,1,1,2569,4,3,4, Kuala Lumpur
1222,/property/kampung-kerinchi-bangsar-south/the-park-residences-1/sale-7081610/,"The Park Residences 1, Bangsar South, Kampung Kerinchi (Bangsar South)",4,1400000,"Jalan 112h, Bangsar South, 59100, Kuala Lumpur ",1910.0,4,3,6310,-,-,1, Kuala Lumpur
1225,/property/desa-park-city/sale-8444754/,"adora desapark city, Desa ParkCity",3,2350000,"adora desapark city, 52200, Kuala Lumpur ",2400.0,5,4,10591,4,5,1, Kuala Lumpur
1226,/property/tanjong-tokong/the-tamarind/sale-8101187/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,1060000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1241.0,3,2,4777,-,-,4, Penang
1227,/property/iskandar-puteri-nusajaya/sale-8444704/,"Bukit Indah 7, Iskandar Puteri (Nusajaya)",4,650000,"Bukit Indah, Bukit Indah 7, 79100, Johor ",1460.0,4,3,2929,1,5,-, Johor
1228,/property/jalan-klang-lama-old-klang-road/platinum-arena/sale-7421165/,"Platinum Arena, Old Klang Road, Jalan Klang Lama (Old Klang Road)",4,450096,"Jalan Klang Lama, Old Klang Road, 58000, Kuala Lumpur ",907.0,3,2,2029,2,3,4, Kuala Lumpur
1229,/property/setapak/ascenda-residence-skyarena/sale-5795612/,"Ascenda Residence @ Skyarena, Setapak",4,435000,"Jalan Ayer Jerneh, Off Jalan Genting Kelang, Setapak, 53200, Kuala Lumpur ",1000.0,3,2,1960,4,3,2, Kuala Lumpur
1230,/property/johor-bahru/sale-8444524/,"molek 1.5 storey for sale, Johor Bahru",2,470000,"jalan molek 3, molek 1.5 storey for sale, Johor ",1540.0,0,0,2118,-,-,-, Johor
1231,/property/cheras/emerald-hill/sale-7564932/,"Emerald Hill, Alam Damai, Cheras",2,554000,"Jalan Alam Damai, Alam Damai, Kuala Lumpur ",840.0,2,2,2497,-,-,-, Kuala Lumpur
1234,/property/cheras/m-vertica/sale-7467457/,"M Vertica, Taman Maluri, Cheras",4,433028,"Jalan Cheras, Taman Maluri, 56000, Kuala Lumpur ",850.0,3,2,1952,-,-,-, Kuala Lumpur
1236,/property/kampung-kerinchi-bangsar-south/novum/sale-7604592/,"NOVUM, Kampung Kerinchi, Kampung Kerinchi (Bangsar South)",1,839800,"Jalan Kerinchi, Kampung Kerinchi, 59200, Kuala Lumpur ",884.0,2,2,3785,-,5,4, Kuala Lumpur
1237,/property/johor-bahru/larkin-utama-menara-metro-larkin/sale-8444369/,"Larkin Utama (Menara Metro Larkin), Kampung Datok Larkin, Johor Bahru",4,198000,"Jalan Tun Abdul Razak, Kampung Datok Larkin, 80100, Johor ",1078.0,3,2,892,-,-,-, Johor
1239,/property/desa-park-city/westside-three/sale-8340079/,"Westside Three, Desa ParkCity",2,1220000,"Jalan Residen Utama, Desa ParkCity, 52200, Kuala Lumpur ",1325.0,3,2,5498,4,5,1, Kuala Lumpur
1240,/property/desa-park-city/westside-three/sale-7033710/,"Westside Three, Desa ParkCity",1,945000,"Jalan Residen Utama, Desa ParkCity, 52200, Kuala Lumpur ",1077.0,2,2,4259,4,5,4, Kuala Lumpur
1241,/property/desa-park-city/westside-three/sale-6501880/,"Westside Three, Desa ParkCity",2,1150000,"Jalan Residen Utama, Desa ParkCity, 52200, Kuala Lumpur ",1271.0,3,2,5183,4,5,4, Kuala Lumpur
1242,/property/desa-park-city/one-central-park/sale-5419727/,"One Central Park, Desa ParkCity",2,1850000,"Jalan Residen 2, Desa Parkcity, 52200, Kuala Lumpur ",1700.0,4,4,8338,-,5,1, Kuala Lumpur
1243,/property/desa-park-city/one-central-park/sale-5363419/,"One Central Park, Desa ParkCity",2,1350000,"Jalan Residen 2, Desa Parkcity, 52200, Kuala Lumpur ",1360.0,4,3,6084,-,5,4, Kuala Lumpur
1244,/property/desa-park-city/one-central-park/sale-5158838/,"One Central Park, Desa ParkCity",2,2150000,"Jalan Residen 2, Desa Parkcity, 52200, Kuala Lumpur ",1668.0,4,4,9690,-,5,-, Kuala Lumpur
1245,/property/desa-park-city/the-westside-one/sale-2416517/,"The Westside One, Desa ParkCity",2,980000,"Persiaran Residen, Desa ParkCity, 52200, Kuala Lumpur ",1378.0,3,3,4417,4,5,-, Kuala Lumpur
1247,/property/desa-park-city/sale-2521826/,"Casaman, Desa ParkCity",2,3480000,"Casaman, Kuala Lumpur ",4306.0,5,6,15684,4,5,4, Kuala Lumpur
1250,/property/ampang/sale-8056510/,"Ukay heights, Ampang",1,2750000,"Ukay heights, 68000, Selangor ",4800.0,6,5,12394,4,5,4, Selangor
1251,/property/klcc/the-mews/sale-5282802/,"The Mews, KLCC",2,3043800,"Jalan Yap Kwan Seng, KLCC, 50450, Kuala Lumpur ",2066.0,4,3,13718,4,5,1, Kuala Lumpur
1252,/property/kota-kemuning/sale-6418159/,"Kota kemuning , Kota Kemuning",1,2800000,"Kota kemuning , 40460, Selangor ",4800.0,6,6,12619,4,5,4, Selangor
1253,/property/desa-park-city/the-northshore-gardens/sale-7405798/,"The Northshore Gardens, Desa ParkCity",2,1800000,"Persiaran Residen, Desa Parkcity, 52200, Kuala Lumpur ",1948.0,4,4,8112,4,5,4, Kuala Lumpur
1254,/property/desa-park-city/the-northshore-gardens/sale-1284802/,"The Northshore Gardens, Desa ParkCity",4,2400000,"Persiaran Residen, Desa Parkcity, 52200, Kuala Lumpur ",2454.0,5,5,10816,-,5,4, Kuala Lumpur
1255,/property/desa-park-city/the-northshore-gardens/sale-678852/,"The Northshore Gardens, Desa ParkCity",2,800000,"Persiaran Residen, Desa Parkcity, 52200, Kuala Lumpur ",904.0,2,1,3605,4,5,1, Kuala Lumpur
1256,/property/damansara-heights/sale-8416481/,"Damansara heights , Damansara Heights",2,1370000,"Damansara heights , Kuala Lumpur ",2200.0,4,3,6174,4,5,4, Kuala Lumpur
1259,/property/puchong-south/sale-8299185/,"Abadi Height Puchong, Puchong South",4,988200,"Buikit Puchong, Abadi Height Puchong, 47100, Selangor ",4065.0,6,5,4454,4,3,-, Selangor
1261,/property/masai/sale-8444100/,"seri alam jalan rimbun 1.5 storey, Masai",2,368000,"jalan rimbun 1.5 storey, seri alam jalan rimbun 1.5 storey, 81750, Johor ",1540.0,3,3,1659,-,-,-, Johor
1265,/property/petaling-jaya/tiara-damansara/sale-7894226/,"Tiara Damansara, Petaling Jaya",4,698000,"Jalan 17/1, Petaling Jaya, 46400, Selangor ",1122.0,3,2,3146,-,-,-, Selangor
1267,/property/port-dickson/avillion-admiral-cove/sale-7853966/,"Avillion Admiral Cove, Port Dickson",4,230000,"Jalan Pantai, Tanjung Tuan, Port Dickson, 71050, Negeri Sembilan ",406.0,1,2,1037,2,5,1, Negeri Sembilan
1268,/property/setia-indah/sale-8400472/,"Setia Indah 10, Mount Austin, Setia Indah",4,650000,"Jalan Setia 10, Setia Indah 10, Mount Austin, 81100, Johor ",2174.0,5,4,2929,4,5,4, Johor
1270,/property/sungai-ara/sale-8443928/,"Bayan Lepas, Sungai Ara",4,1250000,"Bayan Lepas, 11900, Penang ",2800.0,5,4,5634,4,5,1, Penang
1271,/property/sungai-ara/sale-8443928/,"Bayan Lepas, Sungai Ara",4,1250000,"Bayan Lepas, 11900, Penang ",2800.0,5,4,5634,4,5,1, Penang
1272,/property/taman-tun-dr-ismail/sale-8341521/,"TTDI, Taman Tun Dr Ismail",4,2100000,"TTDI, 60000, Kuala Lumpur ",2100.0,4,3,9464,4,5,4, Kuala Lumpur
1273,/property/sungai-buloh/sale-8469687/,"saujana utama 1, Sungai Buloh",4,465000,"jalan seri pagi, saujana utama 1, 47000, Selangor ",1400.0,4,3,2096,4,3,4, Selangor
1274,/property/ampang/mutiara-upper-east/sale-7173587/,"Mutiara Upper East, Desa Pandan, Ampang",4,1250000,"Jalan 1/76, Desa Pandan, 55100, Kuala Lumpur ",1733.0,4,3,5634,-,3,4, Kuala Lumpur
1275,/property/klcc/setia-sky-residences/sale-8420481/,"Setia SKY Residences, KLCC",2,1200000,"Jalan Raja Muda Abdul Aziz, Off Jalan Tun Razak, KLCC, Kuala Lumpur ",1378.0,4,4,5408,-,5,1, Kuala Lumpur
1276,/property/taman-melawati/sale-6929969/,"Taman Melawati , Taman Melawati",2,499000,"Jalan E2, Taman Melawati , 53100, Kuala Lumpur ",1500.0,3,2,2249,4,5,2, Kuala Lumpur
1279,/property/mont-kiara/pavilion-hilltop/sale-6662951/,"Pavilion Hilltop, Mont Kiara",4,2310000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ",2702.0,5,6,10411,4,5,4, Kuala Lumpur
1280,/property/subang-jaya/sale-8002312/,"USJ4, Subang Jaya",2,898000,"USJ4, 47600, Selangor ",2200.0,3,0,4047,4,5,2, Selangor
1281,/property/desa-park-city/sale-7090559/,"The Breezeway Parkhome, Desa ParkCity, Desa ParkCity",4,2850000,"Jalan Residen 2, Desa ParkCity, Kuala Lumpur, The Breezeway Parkhome, Desa ParkCity, 52200, Kuala Lumpur ",3211.0,4,5,12845,4,5,4, Kuala Lumpur
1282,/property/setia-alam/sale-7087303/,"Albida Setia Permai2 Setia Alam, Setia Alam",2,650000,"Jalan Setia Utama U13/42, Albida Setia Permai2 Setia Alam, 40170, Selangor ",2000.0,5,4,2929,4,5,2, Selangor
1283,/property/desa-park-city/sale-7864116/,"Nadia Parkhomes, Desa ParkCity, Desa ParkCity",4,2100000,"Desa ParkCity, Kuala Lumpur, Nadia Parkhomes, Desa ParkCity, 52200, Kuala Lumpur ",2400.0,4,3,9464,4,5,4, Kuala Lumpur
1284,/property/klcc/mercu-summer-suites/sale-5331171/,"Mercu Summer Suites, KL City, KLCC",4,850000,"Jalan Cendana, KL City, 50250, Kuala Lumpur ",1300.0,2,2,3831,2,3,4, Kuala Lumpur
1285,/property/mont-kiara/pavilion-hilltop/sale-7800900/,"Pavilion Hilltop, Mont Kiara",4,1680000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ",1830.0,5,4,7572,4,5,4, Kuala Lumpur
1286,/property/kota-damansara/cyperus-tropicana-gardens/sale-7720745/,"Cyperus @ Tropicana Gardens, Kota Damansara",4,1150000,"Persiaran Surian, Kota Damansara, 47410, Selangor ",981.0,2,2,5183,-,3,1, Selangor
1287,/property/kota-damansara/arnica-tropicana-gardens/sale-6843855/,"Arnica @ Tropicana Gardens, Kota Damansara",4,628000,"Persiaran Surian, Kota Damansara, 47410, Selangor ",601.0,1,1,2830,-,3,1, Selangor
1288,/property/puchong/sale-8307743/,"Taman Kinrara , Puchong",2,488000,"Jalan TK4, Taman Kinrara , 47100, Selangor ",990.0,3,2,2199,4,3,2, Selangor
1289,/property/puchong/sale-4917456/,"LAMAN GRANDVIEW PUCHONG, Puchong",2,3100000,"LAMAN GRANDVIEW KINRARA SOUTH PUCHONG, LAMAN GRANDVIEW PUCHONG, Selangor ",5602.0,6,7,13971,4,3,-, Selangor
1291,/property/bandar-sungai-long/sale-1505655/,"SL2 Bandar Sg Long, Bandar Sungai Long",4,768000,"SL2, SL2 Bandar Sg Long, 43000, Selangor ",2300.0,5,3,3461,4,5,4, Selangor
1292,/property/bandar-mahkota-cheras/sale-5820803/,"BMC Bandar Mahkota Cheras, Bandar Mahkota Cheras",4,1230000,"The Vantage Mahkota Cheras, Cheras Vista, Sungai Long, Bukit Sg Long, Tropicana Cheras, Wira Heights, BMC Bandar Mahkota Cheras, Selangor ",3200.0,6,6,5543,4,5,2, Selangor
1293,/property/bandar-sungai-long/sale-4323738/,"GoodView Residence Sg Long, Bandar Sungai Long",4,1080000,"Good View, Taman Seri Sungai Long, Mahkota Cheras, Bukit Sg Long, Cheras Vista, Palm Walk, GoodView Residence Sg Long, 43000, Selangor ",3360.0,6,6,4867,4,5,2, Selangor
1294,/property/kampung-kerinchi-bangsar-south/kl-gateway-residences/sale-7136998/,"KL Gateway Residences, Bangsar South, Kampung Kerinchi (Bangsar South)",4,780000,"Jalan Kerinchi Kiri, Bangsar South, 59200, Kuala Lumpur ",959.0,3,2,3515,2,3,4, Kuala Lumpur
1295,/property/rawang/sale-7493308/,"M Residence 1 Bandar Country Homes, Rawang",2,390000,"m residence 1, M Residence 1 Bandar Country Homes, 48020, Selangor ",1885.0,4,3,1758,4,5,2, Selangor
1296,/property/rawang/sale-7491820/,"Bandar Country Home Desa 1, 4 Rawang, Rawang",4,300000,"Bandar Country Home Desa 1, 4 Rawang, 48000, Selangor ",1100.0,3,2,1352,4,5,2, Selangor
1297,/property/klcc/chambers/sale-7931637/,"Chambers, KLCC",4,380000,"Jalan Putra, KLCC, 50350, Kuala Lumpur ",454.0,1,1,1713,4,5,-, Kuala Lumpur
1298,/property/shah-alam/sale-8284071/,"Eco Ardence, Shah Alam, Setia Alam, Shah Alam",4,1389999,"Eco Ardence, Shah Alam, Setia Alam, Selangor ",2458.0,5,4,6265,4,5,2, Selangor
1299,/property/taman-tun-dr-ismail/sale-6724873/,"TTDI, KL, Taman Tun Dr Ismail",2,1350000,"TTDI, KL, 60000, Kuala Lumpur ",2500.0,4,3,6084,4,5,4, Kuala Lumpur
1300,/property/bandar-utama/sale-7637893/,"BU, BU3, Petaling jaya, PJ, Bandar Utama",3,2100000,"BU, BU3, Petaling jaya, PJ, Selangor ",2800.0,5,4,9464,4,5,4, Selangor
1304,/property/cyberjaya/sale-7532319/,"Lakefront Villa @ Cyberjaya City Centre, Cyberjaya",4,1820000,"Cyberjaya, Cyberjaya City Centre, Persiaran APEC, 63100 Selangor, Lakefront Villa @ Cyberjaya City Centre, Selangor ",4643.0,5,5,8202,4,5,4, Selangor
1305,/property/cyberjaya/sale-6249748/,"Laurel-Lamanview @ Cyberjaya, Cyberjaya",4,700000,"Cyberjaya City Centre, Persiaran Lakefront, Jalan Lakeside, 63000 Cyberjaya, Selangor, Laurel-Lamanview @ Cyberjaya, 63000, Selangor ",2600.0,5,4,3155,4,5,-, Selangor
1306,/property/puchong/sale-8443173/,"Bandar Bukit Puchong, Puchong Perdana, Puchong",4,1039000,"Puchong , Bandar Bukit Puchong, Puchong Perdana, 47130, Selangor ",3750.0,6,6,4683,4,3,1, Selangor
1307,/property/kota-kemuning/sale-5219201/,"Anggerik Liparis Kota Kemuning, Kota Kemuning",2,490000,"Anggerik Liparis, Bukit Rimau, Anggerik Liparis Kota Kemuning, 40460, Selangor ",2000.0,4,3,2208,4,5,2, Selangor
1308,/property/kota-kemuning/sale-8437490/,"Damai Residence, Kota Kemuning",1,688000,"Damai Residences, Kemuning Utama, Damai Residence, 40460, Selangor ",2168.0,4,4,3101,4,5,2, Selangor
1310,/property/petaling-jaya/sale-7346586/,"Taman Paramount, Petaling Jaya",4,725000,"Sea Park, Taman Paramount, 46300, Selangor ",1875.0,4,2,3267,4,5,2, Selangor
1312,/property/petaling-jaya/sale-7346586/,"Taman Paramount, Petaling Jaya",4,725000,"Sea Park, Taman Paramount, 46300, Selangor ",1875.0,4,2,3267,4,5,2, Selangor
1313,/property/setapak/kl-traders-square/sale-8310635/,"KL Traders Square, Setapak",2,430000,"Jalan Gombak Batu 4, Setapak, 53000, Kuala Lumpur ",850.0,3,2,1938,2,5,4, Kuala Lumpur
1314,/property/cyberjaya/sale-8128595/,"CYBERJAYA CITY CENTRE @ CYBERJAYA, Cyberjaya",4,720000,"CYBERJAYA CITY CENTRE, PERSIARAN LAKESIDE, JALAN LAKEFRONT, 63000, CYBERJAYA, CYBERJAYA CITY CENTRE @ CYBERJAYA, 63000, Selangor ",2800.0,5,4,3245,-,5,-, Selangor
1315,/property/bukit-jalil/the-tropika/sale-8442998/,"The Tropika, Bukit Jalil",4,570000,"Jalan Jalil Perkasa 1, Bukit Jalil, 57000, Kuala Lumpur ",974.0,3,3,2569,4,5,4, Kuala Lumpur
1316,/property/klcc/fraser-place-lot-163/sale-6936589/,"Fraser Place (Lot 163), KLCC",2,1080000,"Jalan Perak, KLCC, 50450, Kuala Lumpur ",880.0,2,1,4867,-,5,1, Kuala Lumpur
1318,/property/damansara-perdana/halo-sunday-empire-city/sale-8139912/,"Halo Sunday @ Empire City, Damansara Perdana",2,230000,"Jalan PJU 8/8, Damansara Perdana, 47820, Selangor ",462.0,1,1,1037,2,3,4, Selangor
1320,/property/ipoh/sale-8324792/,"IPOH KLEBANG , Ipoh",2,488000,"SURIAHILL 2 Klebang Mewah, IPOH KLEBANG , Perak ",2469.0,4,4,2199,-,-,-, Perak
1321,/property/ipoh/sale-8324286/,"Suriahill 3 Residences, Klebang, Ipoh",4,322000,"Suriahill 3 Residences @ Klebang , Suriahill 3 Residences, Klebang, Perak ",1705.0,4,3,1451,-,-,-, Perak
1322,/property/johor-bahru/sale-7516810/,"taman sutera, perling, Johor Bahru",1,918000,"jalan sutera jingga, taman sutera, taman sutera, perling, 79150, Johor ",2900.0,5,4,4137,4,5,-, Johor
1323,/property/bandar-sunway/sale-8427403/,"Subang Jaya, Sunway Lagoon, Bandar Sunway",3,1750000,"USJ, Petaling Jaya, Subang Jaya, Sunway Lagoon, Selangor ",3000.0,5,4,7887,4,3,4, Selangor
1324,/property/georgetown/sale-8442534/,"Georgetown Terrace , Georgetown",4,1350000,"Georgetown Terrace , Penang ",3000.0,3,2,6084,-,5,-, Penang
1326,/property/jalan-klang-lama-old-klang-road/platinum-arena/sale-8442399/,"Platinum Arena, Old Klang Road, Jalan Klang Lama (Old Klang Road)",3,450500,"Jalan Klang Lama, Old Klang Road, 58000, Kuala Lumpur ",907.0,3,2,2030,4,3,4, Kuala Lumpur
1327,/property/desa-park-city/south-brooks/sale-7643382/,"South Brooks, Desa ParkCity",4,800000,"Jalan Residen Utama, Desa ParkCity, 52200, Kuala Lumpur ",1001.0,2,2,3605,4,5,4, Kuala Lumpur
1328,/property/mont-kiara/residensi-sefina-mont-kiara/sale-7739874/,"Residensi Sefina Mont'Kiara, Mont Kiara",4,1030000,"Jalan Kiara 3, 50480, Kuala Lumpur ",1333.0,3,2,4642,4,5,4, Kuala Lumpur
1329,/property/bandar-kinrara/sri-teratai-apartment/sale-4645038/,"Sri Teratai Apartment, Bandar Puchong Jaya, Bandar Kinrara",3,298000,"Jalan Bandar Puchong Jaya, Bandar Puchong Jaya, 47100, Selangor ",800.0,3,2,1343,4,5,4, Selangor
1330,/property/usj/sale-7032596/,"Subang Jaya, USJ",2,780000,"Jalan USJ 12/1N, Subang Jaya, 47630, Selangor ",2010.0,4,3,3515,4,5,4, Selangor
1331,/property/setia-alam/sale-8226604/,"Eco Ardence, Semi-Detached , Setia Alam",3,1390000,"Persiaran Setia Alam, Eco Ardence, Semi-Detached , 40170, Selangor ",2391.0,4,4,6265,4,5,2, Selangor
1333,/property/mont-kiara/10-mont-kiara-mk-10/sale-7139051/,"10 Mont Kiara @ MK10, Mont Kiara",2,3000000,"Jalan Kiara 1, Mont Kiara, 50480, Kuala Lumpur ",3478.0,5,4,13521,4,5,1, Kuala Lumpur
1334,/property/subang-jaya/main-place-residence/sale-5770984/,"Main Place Residence, Subang Jaya",4,370000,"Jalan USJ 21/10, Off LDP Highway, Subang Jaya, 47630, Selangor ",615.0,2,1,1668,-,5,4, Selangor
1335,/property/skudai/sri-bayu/sale-8442335/,"Sri Bayu, Bandar Selesa Jaya, Skudai",2,208000,"Jalan Silat Harimau 21, Bandar Selesa Jaya, 81300, Johor ",829.0,3,2,937,4,5,4, Johor
1336,/property/kampung-kerinchi-bangsar-south/kl-gateway-residences/sale-5198704/,"KL Gateway Residences, Bangsar South, Kampung Kerinchi (Bangsar South)",2,780000,"Jalan Kerinchi Kiri, Bangsar South, 59200, Kuala Lumpur ",880.0,2,2,3515,2,3,4, Kuala Lumpur
1337,/property/masai/sale-6925665/,"Bandar Seri Alam, Masai",4,496620,"Citrine , Bandar Seri Alam, 81750, Johor ",1726.0,4,3,2238,-,5,-, Johor
1338,/property/rawang/sale-6371679/,Rawang,2,477000,"Jalan KE 9, Rawang, 48000, Selangor ",1600.0,4,3,2150,4,5,2, Selangor
1339,/property/rawang/sale-5227413/,"Rawang Anggun 3 Rawang Kota Emerald , Rawang",4,600000,"anggun 3, Rawang Anggun 3 Rawang Kota Emerald , 48000, Selangor ",2325.0,5,4,2704,4,5,2, Selangor
1340,/property/taman-desa/the-hipster/sale-8428152/,"The Hipster, Taman Desa",4,368000,"Jalan Desa, Taman Desa, 58100, Kuala Lumpur ",920.0,3,2,1659,4,3,4, Kuala Lumpur
1341,/property/rawang/sale-6324117/,"Rawang The Rise Kota Emerald Rawang, Rawang",2,1563000,"Rawang The Rise Kota Emerald Rawang, 48000, Selangor ",3960.0,6,6,7044,4,5,2, Selangor
1342,/property/setapak/kl-traders-square/sale-8036780/,"KL Traders Square, Setapak",4,300000,"Jalan Gombak Batu 4, Setapak, 53000, Kuala Lumpur ",1010.0,4,2,1352,-,5,1, Kuala Lumpur
1343,/property/rawang/sale-7191066/,"Anggun 2 Residence Kota Emerald Rawang, Rawang",2,900000,"Jln Anggun 2, Anggun 2 Residence Kota Emerald Rawang, 48000, Selangor ",2685.0,5,5,4056,4,5,2, Selangor
1344,/property/setia-tropika/sale-8016709/,"Taman Setia Tropika, Johor Bahru, Setia Tropika",1,648000,"Jalan Setia Tropika, Taman Setia Tropika , Taman Setia Tropika, Johor Bahru, 81100, Johor ",1755.0,4,3,2920,4,5,1, Johor
1345,/property/cyberjaya/lake-view-residency/sale-7895550/,"Lake View Residency, Cyberjaya",2,382500,"Jalan Cyber Suria, Cyberjaya, 63000, Cyberjaya, 63000, Selangor ",1010.0,3,2,1724,4,5,-, Selangor
1346,/property/damansara-heights/damansara-city-residency-dc-residensi/sale-8249450/,"Damansara City Residency (DC Residensi), Bukit Damansara, Damansara Heights",2,1200000,"Jalan Damanlela, Bukit Damansara, 50490, Kuala Lumpur ",938.0,1,1,5408,-,-,-, Kuala Lumpur
1347,/property/ara-damansara/maisson/sale-8133499/,"Maisson, Ara Damansara",3,430000,"Jalan PJU 1A/3, Ara Damansara, 47301, Selangor ",675.0,1,1,1938,-,5,4, Selangor
1348,/property/johor-bahru/tropez-residences/sale-8442041/,"Tropez Residences, Danga Bay, Johor Bahru",4,699000,"Jalan Danga 2, Danga Bay, 80200, Johor ",1668.0,4,3,3150,4,5,1, Johor
1349,/property/klcc/the-troika/sale-6583935/,"The Troika, KLCC",2,2200000,"Persiaran KLCC, KLCC, 50450, Kuala Lumpur ",2245.0,4,5,9915,-,5,4, Kuala Lumpur
1350,/property/ipoh/sale-8051443/,"Tasek, Ipoh",2,398800,"Tasek, 31400, Perak ",1250.0,4,2,1797,4,-,-, Perak
1352,/property/seremban/sale-7784405/,"Klana Heights, Seremban",3,1040060,"Klana Heights, Negeri Sembilan ",3200.0,5,6,4687,4,5,2, Negeri Sembilan
1353,/property/tanjong-tokong/the-tamarind/sale-7468873/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,1050000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1241.0,3,2,4732,2,5,2, Penang
1354,/property/tanjong-tokong/the-tamarind/sale-7428843/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",4,1120000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1372.0,3,2,5048,2,5,2, Penang
1355,/property/tanjong-tokong/the-tamarind/sale-7309914/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,720000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1047.0,3,2,3245,2,5,2, Penang
1357,/property/segambut/villa-orkid/sale-8421705/,"Villa Orkid, Bukit Prima Pelangi, Segambut",2,760000,"Jalan Prima Pelangi 7, Bukit Prima Pelangi, 51200, Kuala Lumpur ",1893.0,3,2,3425,4,5,4, Kuala Lumpur
1358,/property/mont-kiara/tiffani-kiara/sale-8283093/,"Tiffani Kiara, Mont Kiara",4,780000,"Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ",875.0,2,2,3515,-,5,1, Kuala Lumpur
1359,/property/oug/sale-8302508/,"Bukit Jalil New 20x80, OUG",2,880000,"Bukit Jalil New 20x80, Kuala Lumpur ",2500.0,6,5,3966,4,3,2, Kuala Lumpur
1360,/property/bandar-kinrara/sale-8302494/,"Bukit Jalil , Bandar Kinrara",2,880000,"Bukit Jalil , Selangor ",2500.0,6,5,3966,4,3,2, Selangor
1361,/property/sri-petaling/sale-8302483/,"Bukit Jalil , Sri Petaling",4,880000,"Bukit Jalil , Kuala Lumpur ",2500.0,6,5,3966,4,3,2, Kuala Lumpur
1362,/property/bukit-jalil/sale-8302467/,"Stadium Bukit Jalil, Bukit Jalil",4,880000,"Stadium Bukit Jalil, Kuala Lumpur ",2500.0,6,5,3966,4,3,2, Kuala Lumpur
1363,/property/ampang/sale-6510975/,"Beverly Heights, Ampang",4,1550000,"Jalan Beverly Height, Beverly Heights, 68000, Selangor ",4200.0,5,5,6986,4,5,4, Selangor
1366,/property/klcc/dua-residency/sale-8135261/,"Dua Residency, KLCC",4,1600000,"Jalan Tun Razak, KLCC, 50400, Kuala Lumpur ",2315.0,5,5,7211,4,5,4, Kuala Lumpur
