,link,name,type,price,address,built_up,bedrooms,bathrooms,monthly_installment,land_title,tenure,furnishing,state
1828,/property/iskandar-puteri-nusajaya/sale-8439804/,"Nusa Sentral - Well-Maintain - FULL LOAN, Iskandar Puteri (Nusajaya)",4,550000,"Jalan Sentral, Nusa Sentral - Well-Maintain - FULL LOAN, 79100, Johor ",1800.0,5,3,2479,4,5,2, Johor
1829,/property/iskandar-puteri-nusajaya/sale-8439795/,"Bukit Indah - Jln Indah 22 - Full Loan, Iskandar Puteri (Nusajaya)",4,470000,"Jalan Indah 22, Bukit Indah - Jln Indah 22 - Full Loan, 79100, Johor ",1430.0,3,2,2118,4,5,2, Johor
1832,/property/iskandar-puteri-nusajaya/sale-8090759/,"Canal Garden Horizon Hills Nusajaya, Iskandar Puteri (Nusajaya)",4,780000,"Jalan Maya Canal Garden Horizon Hills Bukit Indah, Canal Garden Horizon Hills Nusajaya, 79100, Johor ",2400.0,5,4,3515,4,5,1, Johor
1833,/property/kota-damansara/sale-8439597/,"Villa Damansara , Sierra Damansara, Kota Damansara",3,2380000,"Jalan Camar , Petaling Jaya, Villa Damansara , Sierra Damansara, 47810, Selangor ",3600.0,4,4,10726,4,3,4, Selangor
1834,/property/cyberjaya/sale-8179974/,"CYBERJAYA CITY CENTRE, Cyberjaya",4,760000,"Cyberjaya City Centre, Persiaran APEC, Jalan Lakeside, 63000 Cyberjaya, Selangor, CYBERJAYA CITY CENTRE, 63000, Selangor ",2600.0,5,4,3425,4,5,-, Selangor
1836,/property/cyberjaya/sale-8329839/,"SEJATI LAKESIDE RESIDENCE @ CYBERJAYA, Cyberjaya",4,928100,"Cyberjaya City Centre, Persiaran Lakefront, Jalan Lakeside, 63000 Cyberjaya, Selangor, SEJATI LAKESIDE RESIDENCE @ CYBERJAYA, 63000, Selangor ",2546.0,5,4,4183,4,5,-, Selangor
1837,/property/iskandar-puteri-nusajaya/sale-8439588/,"Bukit Indah, Iskandar Puteri (Nusajaya)",4,780000,"Rochester Bukit Indah, Bukit Indah, 79100, Johor ",1800.0,5,4,3515,4,5,4, Johor
1838,/property/damansara-kim/sale-7669807/,"Jalan ss20, Damansara Kim, Damansara Kim",4,1200000,"Jalan ss20, Damansara Kim, 47400, Selangor ",2200.0,3,2,5408,4,5,4, Selangor
1841,/property/cheras/cheras-heights-bukit-cheras/sale-4341483/,"Cheras Heights (Bukit Cheras), Cheras",2,519000,"Jalan Bukit Cheras 18, Cheras, 56000, Kuala Lumpur ",1394.0,4,2,2339,4,5,2, Kuala Lumpur
1842,/property/iskandar-puteri-nusajaya/sale-7062498/,"bukit indah, Iskandar Puteri (Nusajaya)",4,920000,"bukit indah, Johor ",2457.0,4,4,4146,4,5,4, Johor
1843,/property/klcc/marc-residence/sale-8438913/,"Marc Residence, KLCC",2,4000,"No. 3 Jalan Pinang, KLCC, 50450, Kuala Lumpur ",830.0,2,2,18,4,5,1, Kuala Lumpur
1844,/property/cheras/eko-cheras/sale-8417950/,"EkoCheras, Cheras",2,500000,"Jalan Cheras, Cheras, 55300, Kuala Lumpur ",762.0,1,2,2253,4,5,2, Kuala Lumpur
1845,/property/johor-bahru/tropez-residences/sale-8417943/,"Tropez Residences, Danga Bay, Johor Bahru",2,699000,"Jalan Danga 2, Danga Bay, 80200, Johor ",1668.0,4,3,3150,4,5,1, Johor
1846,/property/gelang-patah/sale-8417934/,"Nusantara Prime,Gelang Patah, Gelang Patah",4,593000,"Nusantara Prime, Nusantara Prime,Gelang Patah, 81550, Johor ",2240.0,5,4,2673,-,5,2, Johor
1847,/property/shah-alam/kemuning-aman/sale-8399584/,"Kemuning Aman, Shah Alam",2,233000,"Lintang Bukit Rimau, Shah Alam, Selangor ",732.0,3,2,1050,4,5,4, Selangor
1848,/property/subang-jaya/subang-perdana-goodyear-court-3/sale-8399163/,"Subang Perdana Goodyear Court 3, USJ, Subang Jaya",2,350000,"Persiaran Kewajipan, USJ 8, USJ, 47650, Selangor ",950.0,3,2,1577,4,5,4, Selangor
1850,/property/sungai-buloh/sale-7527273/,"bandar sri coalfield, Sungai Buloh",4,870000,"bandar sri coalfield, 47000, Selangor ",2266.0,5,4,3921,4,5,-, Selangor
1851,/property/puchong/tasik-residency/sale-6292097/,"Tasik Residency, Taman Putra Prima, Puchong",2,730000,"Jalan Putra Prima Utama, Taman Putra Prima, 47100, Selangor ",2615.0,5,5,3290,-,-,-, Selangor
1855,/property/iskandar-puteri-nusajaya/sale-8417470/,"NUSA IDAMAN , PRECINCT 4, Iskandar Puteri (Nusajaya)",4,668000,"JALAN IDAMAN 4/X, NUSA IDAMAN , PRECINCT 4, 79100, Johor ",2163.0,5,4,3011,4,5,4, Johor
1856,/property/desa-park-city/sale-7596717/,"Southlake, Desa ParkCity",4,1998000,"Southlake, Kuala Lumpur ",2400.0,4,3,9005,-,5,4, Kuala Lumpur
1857,/property/desa-park-city/sale-4947282/,"Amelia, Desa ParkCity",4,2500000,"Off Persiaran Residen, Amelia, 52000, Kuala Lumpur ",2632.0,4,4,11267,4,5,4, Kuala Lumpur
1858,/property/kampung-kerinchi-bangsar-south/kl-gateway-residences/sale-8417159/,"KL Gateway Residences, Bangsar South, Kampung Kerinchi (Bangsar South)",2,300000,"Jalan Kerinchi Kiri, Bangsar South, 59200, Kuala Lumpur ",900.0,3,2,1352,-,-,-, Kuala Lumpur
1859,/property/port-dickson/sale-8417085/,"Lukut, Port Dickson",4,236000,"Lukut, Negeri Sembilan ",947.0,3,2,1064,4,5,2, Negeri Sembilan
1860,/property/seremban/sale-8255772/,"Nusa Intan, Seremban",3,590000,"Nusa Intan, Negeri Sembilan ",3000.0,7,6,2659,4,5,2, Negeri Sembilan
1862,/property/klcc/k-residence-klcc/sale-8270693/,"K Residence @ KLCC, KLCC",2,2200000,"Jalan Mayang Off Jalan Ampang, KLCC, 50450, Kuala Lumpur ",2472.0,4,4,9915,4,5,4, Kuala Lumpur
1863,/property/bukit-bintang/verticas-residensi/sale-8287606/,"Verticas Residensi, Bukit Ceylon, Bukit Bintang",2,2250000,"Bukit Ceylon, Kuala Lumpur, Bukit Ceylon, 50200, Kuala Lumpur ",2416.0,5,4,10140,4,5,1, Kuala Lumpur
1864,/property/klcc/the-troika/sale-8219268/,"The Troika, KLCC",2,3140000,"Persiaran KLCC, KLCC, 50450, Kuala Lumpur ",2855.0,4,4,14152,4,5,1, Kuala Lumpur
1865,/property/bangsar/sale-8416656/,"Terasek, Bangsar",4,3200000,"Terasek, 59100, Kuala Lumpur ",4000.0,6,5,14422,4,5,4, Kuala Lumpur
1866,/property/mont-kiara/sale-8093636/,"Kiara View, Mont Kiara",3,2500000,"Kiara View, 50480, Kuala Lumpur ",3833.0,6,5,11267,4,4,4, Kuala Lumpur
1869,/property/damansara-jaya/sale-7565260/,"Jalan ss22/37, Damansara Jaya, Damansara Jaya",4,2190000,"Jalan ss22/37, Damansara Jaya, 47400, Selangor ",3000.0,3,4,9870,4,5,4, Selangor
1870,/property/damansara-jaya/sale-7750719/,"Jalan ss22, Damansara Jaya, Damansara Jaya",4,2550000,"Jalan ss22, Damansara Jaya, 47400, Selangor ",2200.0,4,3,11492,4,5,4, Selangor
1871,/property/damansara-jaya/sale-7750719/,"Jalan ss22, Damansara Jaya, Damansara Jaya",4,2550000,"Jalan ss22, Damansara Jaya, 47400, Selangor ",2200.0,4,3,11492,4,5,4, Selangor
1872,/property/damansara-jaya/sale-7717636/,"Jalan ss22/3, Damansara Jaya, Damansara Jaya",4,980000,"Jalan ss22/3, Damansara Jaya, 47400, Selangor ",2200.0,5,3,4417,4,5,4, Selangor
1873,/property/mont-kiara/pavilion-hilltop/sale-8194349/,"Pavilion Hilltop, Mont Kiara",2,1650000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ",1830.0,5,4,7436,-,5,4, Kuala Lumpur
1874,/property/damansara-utama/sale-6697049/,"Jalan ss21/32, Damansara Utama, Damansara Utama",4,1080000,"Jalan ss21/32, Damansara Utama, 47400, Selangor ",2200.0,3,3,4867,4,5,4, Selangor
1875,/property/jalan-klang-lama-old-klang-road/the-scott-garden-soho/sale-5794589/,"The Scott Garden SOHO, Jalan Klang Lama (Old Klang Road)",2,370000,"Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), 58000, Kuala Lumpur ",775.0,1,2,1668,2,5,-, Kuala Lumpur
1876,/property/kota-kemuning/sale-6382678/,"Terraza Villa Eco Sanctuary Rimbayu, Kota Kemuning",4,1100000,"Belleza Hermosa Jln Eco Santuari 2, Terraza Villa Eco Sanctuary Rimbayu, 42500, Selangor ",2596.0,4,5,4958,4,3,2, Selangor
1878,/property/johor-bahru/sale-8416259/,"seri alam jalan gunung, Johor Bahru",4,380000,"seri alam jalan gunung, 81750, Johor ",1540.0,3,2,1713,-,-,-, Johor
1879,/property/bayan-lepas/montage-residence/sale-7853602/,"Montage Residence, Bayan Lepas",2,633000,"Jalan Sultan Azlan Shah, Bayan Lepas, 11900, Penang ",1015.0,3,2,2853,4,5,4, Penang
1880,/property/melaka-city/admiral-residences/sale-8416050/,"Admiral Residences, Kota Laksamana, Melaka City",2,347000,"24, Jln KLJ 4, Taman Kota Laksamana Jaya, Kota Laksamana, 75300, Melaka ",1069.0,3,2,1564,4,3,2, Melaka
1881,/property/cyberjaya/lake-view-residency/sale-8299122/,"Lake View Residency, Cyberjaya",2,382500,"Jalan Cyber Suria, Cyberjaya, 63000, Cyberjaya, 63000, Selangor ",1010.0,3,2,1724,4,5,-, Selangor
1882,/property/mont-kiara/seni-mont-kiara/sale-8300856/,"Seni Mont Kiara, Mont Kiara",2,3350000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ",3514.0,5,6,15098,4,5,1, Kuala Lumpur
1884,/property/klcc/soho-suites-klcc/sale-5356370/,"Soho Suites @ KLCC, KLCC",2,978000,"Jalan Perak, KLCC, 50450, Kuala Lumpur ",888.0,3,2,4408,2,5,1, Kuala Lumpur
1885,/property/cyberjaya/sale-8120487/,"THE MAISON @ PERDANA LAKEVIEW, Cyberjaya",4,890000,"CYBERJAYA, CYBERJAYA CITY CENTRE, PERSIARAN APEC, PERSIARAN MULIA, LAKESIDE, LAKEFRONT, CYBERJAYA, Selangor, THE MAISON @ PERDANA LAKEVIEW, 63000, Selangor ",2800.0,5,4,4011,4,5,-, Selangor
1886,/property/kepong/sale-2930599/,"Taman Megah Kepong, Kepong Baru, , Kepong",4,1500000,"Jalan Helang Laut , Helang Siput, Taman Petaling, Taman Megah Kepong, Kepong Baru, , Kuala Lumpur ",3367.0,7,6,6760,4,5,2, Kuala Lumpur
1887,/property/mont-kiara/pavilion-hilltop/sale-8492630/,"Pavilion Hilltop, Mont Kiara",2,1370000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ",1496.0,4,4,6174,-,5,-, Kuala Lumpur
1888,/property/johor-bahru/sale-8251520/,"SETIA TROPIKA, ELATA, KEMPAS,JOHOR BAHRU, Johor Bahru",4,760000,"SETIA TROPIKA, ELATA, KEMPAS,JOHOR BAHRU, Johor ",1880.0,4,4,3425,4,5,4, Johor
1889,/property/pasir-gudang/sale-8291801/,"Eco Tropics, Millsgate, Tarrason, Masai, Pasir Gudang",4,460000,"Eco Tropics, Millsgate, Tarrason, Masai, 81700, Johor ",1691.0,4,3,2073,4,5,2, Johor
1890,/property/bukit-jalil/parkhill-residence/sale-8415199/,"Parkhill Residence, Bukit Jalil",2,650000,"Technology Park Malaysia, 57000 Bukit Jalil, Bukit Jalil, 57000, Kuala Lumpur ",1300.0,4,2,2929,4,3,1, Kuala Lumpur
1891,/property/selayang/sale-7422755/,"Selayang Landed house, Selayang",4,1200000,"Selayang Landed house, Selangor ",3276.0,5,5,5408,4,3,2, Selangor
1892,/property/bukit-rahman-putra/sale-8301598/,Bukit Rahman Putra,4,490000,Selangor ,1500.0,4,3,2208,4,1,-, Selangor
1895,/property/skudai/flat-taman-ungku-tun-aminah/sale-8145739/,"Flat Taman Ungku Tun Aminah, Skudai",2,108000,"Jalan Hulubalang, Skudai, 81300, Johor ",495.0,2,1,487,4,5,-, Johor
1898,/property/saujana/amaya-saujana/sale-7052478/,"Amaya Saujana, Saujana",2,950000,"Persiaran Golf, Saujana, 40150, Selangor ",1827.0,4,3,4282,4,5,2, Selangor
1899,/property/ara-damansara/aragreens/sale-6941704/,"Aragreens, Ara Damansara",2,1400000,"Jalan Pju 1A/3, Ara Damansara, 47301, Selangor ",2269.0,6,4,6310,-,5,2, Selangor
1900,/property/taman-desa/the-hipster/sale-8307055/,"The Hipster, Taman Desa",2,370000,"Jalan Desa, Taman Desa, 58100, Kuala Lumpur ",921.0,3,2,1668,4,3,2, Kuala Lumpur
1901,/property/senawang/sale-8331611/,"Sena Parc Taman Tuanku Jaafar, Senawang",4,452790,"Sena Parc Taman Tuanku Jaafar, Negeri Sembilan ",1813.0,4,3,2041,4,5,2, Negeri Sembilan
1903,/property/skudai/sale-8390975/,"Rini Home 2,Mutiara rini,Skudai, Skudai",4,715000,"Rini Home, Jalan abadi, Rini Home 2,Mutiara rini,Skudai, 81300, Johor ",1410.0,4,4,3222,4,5,2, Johor
1904,/property/kl-sentral/the-sentral-residences/sale-7237887/,"The Sentral Residences, KL Sentral",2,1650000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ",1485.0,2,3,7436,4,5,1, Kuala Lumpur
1906,/property/mont-kiara/residensi-sefina-mont-kiara/sale-8277540/,"Residensi Sefina Mont'Kiara, Mont Kiara",2,995888,"Jalan Kiara 3, 50480, Kuala Lumpur ",1333.0,3,2,4488,4,5,4, Kuala Lumpur
1907,/property/kl-sentral/the-sentral-residences/sale-6588674/,"The Sentral Residences, KL Sentral",2,1180000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ",1087.0,2,2,5318,3,5,1, Kuala Lumpur
1908,/property/kl-sentral/the-sentral-residences/sale-6220184/,"The Sentral Residences, KL Sentral",2,1850000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ",1625.0,3,4,8338,4,5,1, Kuala Lumpur
1909,/property/seri-kembangan/sale-8350394/,"Taman Putra Budiman, Balakong, Seri Kembangan",4,780000,"Taman Putra Budiman, Balakong, 43300, Selangor ",2700.0,4,3,3515,4,3,4, Selangor
1910,/property/setia-alam/sale-7979743/,"Setia Impian 3, Setia Alam",4,580000,"Jalan Setia Impian U13/3, Setia Impian 3, 40170, Selangor ",1900.0,4,3,2614,4,5,4, Selangor
1911,/property/tanjong-tokong/the-tamarind/sale-8336518/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,1380000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1241.0,3,2,6219,-,-,1, Penang
1912,/property/tanjong-tokong/the-tamarind/sale-8336481/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,1400000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1241.0,3,2,6310,-,-,1, Penang
1913,/property/tanjong-tokong/the-tamarind/sale-8168276/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,770000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1047.0,3,2,3470,-,5,4, Penang
1914,/property/tanjong-tokong/the-tamarind/sale-8256017/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,1250000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1241.0,3,2,5634,-,-,1, Penang
1915,/property/johor-bahru/sale-8492522/,"Taman Setia Eco Cascadia, Hazel, Johor Bahru",4,799000,"Taman Setia Eco Cascadia, Taman Setia Eco Cascadia, Hazel, Johor ",2683.0,5,6,3601,4,5,1, Johor
1916,/property/mont-kiara/residensi-22/sale-8460910/,"Residensi 22, Mont Kiara",2,1950000,"Jalan Kiara 3, Mont Kiara, 50480, Kuala Lumpur ",2038.0,4,2,8788,4,5,4, Kuala Lumpur
1917,/property/johor-bahru/sale-5500826/,"Taman Gaya, Johor Bahru",4,858000,"Jalan SasaXX, Taman Gaya, Johor ",2080.0,0,0,3867,-,-,-, Johor
1918,/property/georgetown/sandilands/sale-8459375/,"Sandilands, George Town, Georgetown",2,750000,"Jalan C.y Chong, George Town, 10300, Penang ",1335.0,4,3,3380,4,5,2, Penang
1919,/property/ampang/sale-7433458/,"Taman Perwira 2, Ampang Jaya, Ampang",1,1200000,"Jalan Perwira 2, Taman Perwira 2, Ampang Jaya, Kuala Lumpur ",2500.0,4,4,5408,4,5,4, Kuala Lumpur
1920,/property/tampoi/sky-gardens-residences/sale-8322659/,"Sky Gardens Residences, Setia Tropika, Tampoi",2,450000,"Jalan Setia Tropika 1/21, Setia Tropika, 81200, Johor ",967.0,3,2,2028,-,5,1, Johor
1921,/property/johor-bahru/setia-sky-88/sale-8284419/,"Setia Sky 88, Johor Bahru",2,568000,"Jalan Dato Abdullah Tahir, Johor Bahru, 80300, Johor ",743.0,2,1,2560,-,5,1, Johor
1922,/property/seremban-2/sale-8242327/,Seremban 2,3,999000,"Seremban 2, 70300, Negeri Sembilan ",3036.0,4,4,4502,4,5,2, Negeri Sembilan
1923,/property/pasir-gudang/sale-8436327/,"Taman Kota Masai, Pasir Gudang",4,140000,"Taman Kota Masai, Johor ",770.0,2,1,631,-,5,-, Johor
1924,/property/setia-alam/sale-5245338/,"Ayu Qaseh, Setia Alam",4,580000,"Jalan setia perdana U13/27, Ayu Qaseh, 40170, Selangor ",1960.0,4,3,2614,4,5,4, Selangor
1925,/property/bayan-lepas/tropicana-bay-residences/sale-7283631/,"Tropicana Bay Residences, Bayan Lepas",2,840000,"Persiaran Bayan Indah, Bayan Lepas, 11900, Penang ",1320.0,3,2,3786,4,5,4, Penang
1928,/property/horizon-hills/sale-8492513/,"The Green, Horizon Hills, Horizon Hills",4,1190000,"Jalan Hijauan, The Green, Horizon Hills, Johor ",3000.0,5,5,5363,4,5,1, Johor
1929,/property/pasir-gudang/sale-8205541/,"Eco Tropics, Rosewood, Masai, Pasir Gudang",4,710000,"Eco Tropics, Rosewood, Masai, 81700, Johor ",2665.0,4,4,3200,4,5,2, Johor
1930,/property/pasir-gudang/sale-8292227/,"Eco Tropics, Cherrywood, Kota Masai, Pasir Gudang",4,690000,"Eco Tropics, Cherrywood, Kota Masai, 81700, Johor ",2218.0,4,3,3110,4,5,1, Johor
1931,/property/shah-alam/geo-bukit-rimau/sale-7802185/,"Geo Bukit Rimau, Bukit Rimau, Shah Alam",2,490000,"Jalan Sungai Burung 32/68, Bukit Rimau, 40460, Selangor ",875.0,3,2,2208,-,-,-, Selangor
1932,/property/sungai-buloh/sale-7627034/,"Bandar Saujana Utama, Sungai Buloh",4,495000,"Bandar Saujana Utama, 47000, Selangor ",2405.0,5,3,2231,4,3,2, Selangor
1933,/property/kelana-jaya/sale-6846139/,"Lot SS5, Kelana Jaya",1,2300000,"Corner Lot, Lot SS5, 47301, Selangor ",4146.0,6,7,10366,4,5,4, Selangor
1934,/property/jalan-klang-lama-old-klang-road/le-yuan-residence/sale-8492473/,"Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)",2,780000,"Jalan Selesaria, Happy Garden, 58200, Kuala Lumpur ",1535.0,4,3,3515,-,5,4, Kuala Lumpur
1935,/property/mont-kiara/seni-mont-kiara/sale-6223359/,"Seni Mont Kiara, Mont Kiara",2,2630000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ",3401.0,5,5,11853,-,-,4, Kuala Lumpur
1936,/property/mont-kiara/seni-mont-kiara/sale-7671770/,"Seni Mont Kiara, Mont Kiara",2,2230000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ",2906.0,5,6,10050,-,-,-, Kuala Lumpur
1937,/property/valencia/sale-8349919/,"Sg buloh, Valencia",1,3400000,"Sg buloh, 47000, Selangor ",3800.0,4,0,15323,4,3,4, Selangor
1939,/property/city-centre/the-capsquare-residences/sale-4946805/,"The Capsquare Residences, City Centre",2,1100000,"Persiaran CapSquare, City Centre, 50100, Kuala Lumpur ",2163.0,4,4,4958,4,5,1, Kuala Lumpur
1940,/property/klcc/anggun-residences/sale-7442148/,"Anggun Residences, KLCC",2,1599000,"Jalan Sultan Ismail, KLCC, 50300, Kuala Lumpur ",752.0,1,1,7206,-,5,1, Kuala Lumpur
1941,/property/ampang/impression-u-thant/sale-7192438/,"Impression U-Thant, Taman U Thant, Ampang",2,1548000,"Jalan U Thant, Taman U Thant, 55000, Kuala Lumpur ",931.0,2,2,6977,-,5,4, Kuala Lumpur
1942,/property/johor-bahru/royal-strand-country-garden-danga-bay/sale-8491839/,"Royal Strand @ Country Garden Danga Bay, Johor Bahru",2,1100000,"Jalan Skudai Off Country Garden Danga Bay, Johor Bahru, 80200, Johor ",1264.0,3,2,4958,2,5,1, Johor
1943,/property/bandar-sungai-long/greenview-residence/sale-8491788/,"Greenview Residence, Bandar Sungai Long",2,500000,"Persiaran Sungai Long 2, Bandar Sungai Long, 43000, Selangor ",1366.0,3,2,2253,4,5,1, Selangor
1944,/property/ampang-hilir/nobleton-crest/sale-8310185/,"Nobleton Crest, Taman U-Thant, Ampang Hilir",2,3500000,"Jalan U-Thant, Taman U-Thant, 55000, Kuala Lumpur ",3500.0,5,4,15774,-,5,-, Kuala Lumpur
1945,/property/bandar-sungai-long/green-acre/sale-8491708/,"Green Acre, Bandar Sungai Long",2,300000,"Jalan Sungai Long, Bandar Sungai Long, 43000, Selangor ",1012.0,3,2,1352,4,5,1, Selangor
1946,/property/kepong/m-luna/sale-8491612/,"M Luna, Kepong",2,378000,"Jalan Lingkaran Tengah 2, Kepong, 52100, Kuala Lumpur ",700.0,2,2,1704,2,3,4, Kuala Lumpur
1947,/property/bandar-kinrara/sale-7597522/,"RIMBUN 2, BK 7A  KINRARA, Bandar Kinrara",4,1050000,"RIMBUN 2, BK 7A  KINRARA, Selangor ",2034.0,4,3,4732,4,5,-, Selangor
1948,/property/klcc/8-conlay/sale-8300412/,"8 Conlay, KLCC",2,2080000,"Jln Conlay, KLCC, 50450, Kuala Lumpur ",705.0,1,1,9374,2,5,1, Kuala Lumpur
1949,/property/kl-city/core-residence-trx/sale-8372962/,"Core Residence @ TRX, KL City",2,1150000,"Jalan Tun Razak, KL City, 55100, Kuala Lumpur ",624.0,1,1,5183,2,5,4, Kuala Lumpur
1950,/property/semenyih/sale-6640224/,"Setia ecohill, Eco majestic 24 x 76, Semenyih",4,790000,"Setia ecohill, Eco majestic 24 x 76, 43500, Selangor ",2765.0,5,4,3560,4,5,2, Selangor
1951,/property/semenyih/sale-6640218/,"Setia ecohill, 24x76 eco majestic, Semenyih",4,750000,"Setia ecohill, 24x76 eco majestic, 43500, Selangor ",2765.0,5,4,3380,4,5,2, Selangor
1957,/property/bandar-sungai-long/sale-7238036/,"Desa Budiman , Bandar Sungai Long",4,1060000,"Jalan Desa Budiman, Desa Budiman , 43000, Selangor ",2500.0,4,4,4777,4,5,4, Selangor
1958,/property/bandar-sungai-long/sale-7108932/,"Hao Residence, Bandar Sungai Long, Bandar Sungai Long",1,1690000,"Jalan SL 15/1, Hao Residence, Bandar Sungai Long, 43000, Selangor ",2627.0,5,5,7617,4,5,2, Selangor
1959,/property/bandar-sungai-long/sale-7090466/,"Palm Walk 1, Bandar Sungai Long",4,560000,"Palm Walk, Palm Walk 1, 43000, Selangor ",1600.0,4,3,2524,4,5,2, Selangor
1960,/property/bandar-sungai-long/sale-6786931/,"Desa Budiman, Bandar Sungai Long, Bandar Sungai Long",4,808000,"Jalan Desa Budiaman, Desa Budiman, Bandar Sungai Long, 43000, Selangor ",2600.0,5,4,3642,4,5,4, Selangor
1966,/property/bandar-sungai-long/sale-5362679/,"Wira Heights 3, Bandar Sungai Long",3,1750000,"Jalan Wira Heights, Wira Heights 3, Selangor ",5000.0,5,7,7887,4,5,2, Selangor
1969,/property/bandar-sungai-long/sale-4381644/,"Palm Walk 3, Bandar Sungai Long, Bandar Sungai Long",4,680000,"Palm Walk 3, Bandar Sungai Long, 43200, Selangor ",2084.0,4,4,3065,4,5,4, Selangor
1970,/property/klcc/the-mews/sale-5790623/,"The Mews, KLCC",2,1300000,"Jalan Yap Kwan Seng, KLCC, 50450, Kuala Lumpur ",925.0,1,1,5859,4,5,4, Kuala Lumpur
1972,/property/cheras/arte-cheras/sale-8491158/,"Arte Cheras, Taman Midah, Cheras",2,425000,"Jalan Midah 2, Taman Midah, 56000, Kuala Lumpur ",868.0,3,2,1915,2,3,4, Kuala Lumpur
1975,/property/bukit-mertajam/sale-8491123/,"Aston Heights Taman Aston Indah, Bukit Mertajam",3,849900,"Aston Heights (Taman Aston Indah), Aston Heights Taman Aston Indah, Penang ",2780.0,5,5,3830,4,5,2, Penang
1976,/property/klcc/stonor-3/sale-6415719/,"Stonor 3, KLCC",2,1559000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur ",1031.0,3,2,7026,-,5,1, Kuala Lumpur
1977,/property/klcc/idaman-residence/sale-8491111/,"Idaman Residence, KL City Centre, KLCC",2,1300000,"Jalan Law Yew Swee, KL City Centre, 50250, Kuala Lumpur ",1550.0,2,3,5859,4,5,1, Kuala Lumpur
1979,/property/putrajaya/sale-8472173/,"PRESINT 12, PUTRAJAYA, Putrajaya",4,1200000,"Presint 12, PRESINT 12, PUTRAJAYA, 62050, Putrajaya ",2144.0,5,4,5408,4,5,2, Putrajaya
1980,/property/mont-kiara/arte-mont-kiara/sale-8487083/,"Arte Mont Kiara, Mont Kiara",2,740220,"Jalan Sultan Haji Ahmad Shah, Kompleks Kerajaan, Mont Kiara, 50480, Kuala Lumpur ",816.0,2,2,3336,-,-,1, Kuala Lumpur
1981,/property/mont-kiara/arte-mont-kiara/sale-8487063/,"Arte Mont Kiara, Mont Kiara",2,405000,"Jalan Sultan Haji Ahmad Shah, Kompleks Kerajaan, Mont Kiara, 50480, Kuala Lumpur ",442.0,2,2,1825,-,-,1, Kuala Lumpur
1982,/property/mont-kiara/seni-mont-kiara/sale-8478388/,"Seni Mont Kiara, Mont Kiara",2,2500000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ",3541.0,5,5,11267,4,5,4, Kuala Lumpur
1983,/property/cheras/m-vertica/sale-7288313/,"M Vertica, Taman Maluri, Cheras",2,433028,"Jalan Cheras, Taman Maluri, 56000, Kuala Lumpur ",850.0,3,2,1952,-,-,-, Kuala Lumpur
1984,/property/taman-tun-dr-ismail/sinaran-ttdi/sale-7519292/,"Sinaran TTDI, Taman Tun Dr Ismail",2,1298000,"Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000, Kuala Lumpur ",1600.0,3,3,5850,4,5,4, Kuala Lumpur
